game.awayTeamAbbreviation,game.homeTeamAbbreviation,game.id,game.startTime,stats.defense.blk,stats.defense.blkAgainst,stats.defense.ptsAgainst,stats.defense.stl,stats.defense.tov,stats.fieldGoals.fg2PtAtt,stats.fieldGoals.fg2PtMade,stats.fieldGoals.fg2PtPct,stats.fieldGoals.fg3PtAtt,stats.fieldGoals.fg3PtMade,stats.fieldGoals.fg3PtPct,stats.fieldGoals.fgAtt,stats.fieldGoals.fgMade,stats.fieldGoals.fgPct,stats.freeThrows.ftAtt,stats.freeThrows.ftMade,stats.freeThrows.ftPct,stats.miscellaneous.ejections,stats.miscellaneous.foulFlag1,stats.miscellaneous.foulFlag1Drawn,stats.miscellaneous.foulFlag2,stats.miscellaneous.foulFlag2Drawn,stats.miscellaneous.foulPers,stats.miscellaneous.foulPersDrawn,stats.miscellaneous.foulTech,stats.miscellaneous.foulTechDrawn,stats.miscellaneous.fouls,stats.miscellaneous.foulsDrawn,stats.miscellaneous.plusMinus,stats.offense.ast,stats.offense.pts,stats.rebounds.defReb,stats.rebounds.offReb,stats.rebounds.reb,stats.standings.gamesBack,stats.standings.losses,stats.standings.winPct,stats.standings.wins,team.abbreviation,team.id
GSW,MIL,42691,2018-01-13T01:00:00.000Z,7,3,108,8,12,57,25,43.9,28,11,39.3,85,36,42.4,12,11,91.7,0,0,0,0,0,20,13,20,0,20,13,-14,21,94,28,14,42,0,1,0,0,MIL,90
MIL,MIA,42703,2018-01-14T18:00:00.000Z,1,8,97,8,15,51,21,41.2,28,4,14.3,79,25,31.6,27,25,92.6,0,0,0,0,0,23,18,23,0,23,18,-18,9,79,37,10,47,0,1,0,0,MIL,90
MIL,WAS,42709,2018-01-15T19:00:00.000Z,6,8,95,14,17,65,30,46.2,16,8,50.0,81,38,46.9,29,20,69.0,0,0,0,0,0,25,22,25,0,26,22,9,21,104,32,21,53,0,0,1,1,MIL,90
MIA,MIL,42729,2018-01-18T01:00:00.000Z,4,7,106,5,9,48,22,45.8,28,11,39.3,76,33,43.4,32,24,75.0,0,0,0,0,0,25,28,25,0,25,28,-5,23,101,34,14,48,0,1,0,0,MIL,90
MIL,PHI,42747,2018-01-21T00:30:00.000Z,3,4,116,10,17,50,23,46.0,32,10,31.2,82,33,40.2,22,18,81.8,0,0,0,0,0,20,18,20,0,20,18,-22,20,94,29,15,44,0,1,0,0,MIL,90
PHX,MIL,42758,2018-01-23T01:00:00.000Z,5,2,105,14,17,54,33,61.1,17,5,29.4,71,38,53.5,37,28,75.7,0,0,0,0,0,22,26,22,0,24,26,4,20,109,26,15,41,0,0,1,1,MIL,90
BRO,MIL,42789,2018-01-27T01:00:00.000Z,6,2,91,9,9,60,31,51.7,23,12,52.2,83,43,51.8,20,18,90.0,0,0,0,0,0,17,19,17,0,18,19,25,28,116,43,6,49,0,0,1,1,MIL,90
MIL,CHI,42801,2018-01-28T20:30:00.000Z,4,2,96,11,14,49,28,57.1,28,13,46.4,77,41,53.2,25,15,60.0,0,0,0,0,0,16,18,16,0,16,18,14,28,110,37,12,49,0,0,1,1,MIL,90
PHI,MIL,42810,2018-01-30T01:00:00.000Z,8,4,95,6,9,52,27,51.9,28,11,39.3,80,38,47.5,22,20,90.9,0,0,0,0,0,19,17,19,0,20,17,12,26,107,34,11,45,0,0,1,1,MIL,90
MIL,MIN,42833,2018-02-02T01:00:00.000Z,1,7,108,6,15,56,26,46.4,29,6,20.7,85,32,37.6,25,19,76.0,0,0,0,0,0,21,15,21,0,22,15,-19,19,89,30,23,53,0,1,0,0,MIL,90
NYK,MIL,42839,2018-02-03T01:00:00.000Z,8,4,90,10,11,52,26,50.0,24,7,29.2,76,33,43.4,26,19,73.1,0,0,0,0,0,21,21,21,0,22,21,2,18,92,33,10,43,0,0,1,1,MIL,90
